City,Address,Coordinates
"Буденновкий район
г. Донецк
",г. Донецк,"(47.12751244103763, 39.37286995376662)"
"Буденновкий район
г. Донецк
",ул. Независимости пересечение с ул. 230-й Стрелковой дивизии ,"(46.98477684449107, 36.641729266823965)"
"Буденновкий район
г. Донецк
",г. Донецк,"(46.33070748960025, 37.74780339702406)"
"Буденновкий район
г. Донецк
",ул. Независимости пересечение с ул. 230-й Стрелковой дивизии ,"(48.38744778258443, 37.985560022619964)"
"Буденновкий район
г. Донецк
",г. Донецк,"(48.93395843439187, 37.06943898962472)"
"Буденновкий район
г. Донецк
","ул. Октября, 14","(49.571870630360856, 36.52389218658253)"
"Буденновкий район
г. Донецк
",г. Донецк,"(48.97633414730828, 37.70502954168655)"
"Буденновкий район
г. Донецк
",ул. Независимости пересечение с ул. 230-й Стрелковой дивизии ,"(47.004006287200475, 36.56717081901292)"
"Буденновкий район
г. Донецк
",г. Донецк,"(48.43111739770533, 37.67182335977053)"
"Буденновкий район
г. Донецк
","ул. Большевиков, 36","(49.33943370003851, 38.84056585586052)"
"Буденновкий район
г. Донецк
",г. Донецк,"(46.7789207830679, 39.07130264530557)"
"Буденновкий район
г. Донецк
","ул. Полоцкая, 13в","(47.62343398941373, 37.87198777975838)"
"Буденновкий район
г. Донецк
",г. Донецк,"(48.04987393512192, 36.920722799663125)"
"Буденновкий район
г. Донецк
","ул. Бобруйская, 41","(47.703422803553494, 38.49633535613401)"
"Буденновкий район
г. Донецк
",г. Донецк,"(48.359655014728716, 38.11500314602765)"
"Буденновкий район
г. Донецк
","ул. Октября, 21а, г. Донецк","(46.74267472793987, 37.148566953162685)"
"Буденновкий район
г. Донецк
","ул. Димитрова, 2","(47.006393776964615, 38.36869182276182)"
"Буденновкий район
г. Донецк
","ул. Крепильщиков, южнее дома № 11","(47.33548842053311, 36.15359105885579)"
"Буденновкий район
г. Донецк
",г. Донецк,"(46.82762341743287, 38.50989215668839)"
"Буденновкий район
г. Донецк
","ул. Генераторна , пересечение с Абрикосовой","(49.35708250295418, 39.355228910119784)"
"Буденновкий район
г. Донецк
",г. Донецк,"(46.4481667231296, 36.66970967269294)"
"Буденновкий район
г. Донецк
","ул. Краснооктябрьская, 79 ","(47.553159477064085, 38.66440961593253)"
"Буденновкий район
г. Донецк
",г. Донецк,"(46.597735421532015, 38.363740549522575)"
"Буденновкий район
г. Донецк
","ул. Минская, 4","(48.02459443702092, 36.54684791675926)"
"Буденновкий район
г. Донецк
",г. Донецк,"(49.714617981917854, 37.58925045422543)"
"Буденновкий район
г. Донецк
","ул. Краснооктябрьская, севернее дома № 79 ГП Рынки Донбасса","(47.49954867715833, 39.36801179111252)"
"Буденновкий район
г. Донецк
",г. донецк,"(46.53567409578542, 37.105551361055774)"
"Буденновкий район
г. Донецк
","ул. Отважных, 1","(47.537034758701736, 38.559622429531984)"
Ворошиловский район г. Донецка,"ул. Университетская, 12","(49.407563339867664, 37.854025714291055)"
Ворошиловский район г. Донецка,"пр. 25-летия РККА, (юго-западнее д. 12)","(47.05437120259715, 36.5425307179381)"
Ворошиловский район г. Донецка,"ул. Постышева, 59","(46.20568837320517, 36.346383175162295)"
Ворошиловский район г. Донецка,"ул. Постышева, 59","(46.49736734003657, 37.15217161935713)"
Ворошиловский район г. Донецка,"ул. Постышева, 59","(48.030332036297274, 39.37102890084852)"
Ворошиловский район г. Донецка,"ул. Постышева, 59","(46.53702567687501, 36.49649194430418)"
Ворошиловский район г. Донецка,"пр. 25-лет РККА, 16","(46.71117797432758, 37.90729317646322)"
Ворошиловский район г. Донецка,"пр. 25-лет РККА, 16","(48.86299646797444, 38.35076822667862)"
Ворошиловский район г. Донецка,"пр. Павших Коммунаров, 2Б","(47.72616908231077, 38.78304857690445)"
Ворошиловский район г. Донецка,"пр. Павших Коммунаров, 2Б","(49.42357696531764, 38.99888618943026)"
Ворошиловский район г. Донецка,"пр. Павших Коммунаров, 2Б","(47.67065720818237, 37.85427794769679)"
Ворошиловский район г. Донецка,"пр. Павших Коммунаров, 2Б","(48.19405569104651, 38.299062309989324)"
Ворошиловский район г. Донецка,"пр. Павших Коммунаров, 2Б","(46.79698987857764, 39.089144575130405)"
Ворошиловский район г. Донецка,"пр. Павших Коммунаров, 2Б","(47.832119171785926, 36.19943186842776)"
Ворошиловский район г. Донецка,"ул. Горького, 148А","(48.44752063812456, 36.631482739299884)"
Ворошиловский район г. Донецка,"пер. Орешково, 15","(46.87934459278522, 37.68316504584712)"
Ворошиловский район г. Донецка,"ул. Горького, 148А","(48.55135520763468, 39.53296416424109)"
Ворошиловский район г. Донецка,"пер. Орешково, 15","(48.71612787899902, 39.45508218785884)"
Ворошиловский район г. Донецка,"пр. Ильича, 2","(47.3216461107687, 37.770320835876554)"
Ворошиловский район г. Донецка,"ул. Гурова, 22","(48.070203987702925, 37.786747168323494)"
Ворошиловский район г. Донецка,"пр-т. Театральный, 136","(49.27299609203061, 39.116488275417794)"
Ворошиловский район г. Донецка,"ул. Щорса, 2","(49.411033382971254, 38.825656447239226)"
Ворошиловский район г. Донецка,"ул. 50-летия СССР, 141 пересечение с Театральным проспектом","(49.120547023949406, 38.44975973376778)"
Ворошиловский район г. Донецка,пересечение 50-летия СССР и Комсомольского проспекта,"(48.38465450451004, 38.338347396640444)"
Ворошиловский район г. Донецка,"ул. Богдана Хмельницкого, 100","(46.24376427440788, 37.790200027864614)"
Ворошиловский район г. Донецка,"пр. Театральный, 18","(47.23526621493206, 38.5240564815127)"
Ворошиловский район г. Донецка,"пл. Коммунаров, 1","(49.347349779019105, 37.03406813226436)"
Ворошиловский район г. Донецка,"ул. Артема, 72Б","(49.51219155086711, 38.67504429810913)"
Ворошиловский район г. Донецка,"ул. Университетская, 32","(47.62519571029053, 36.49345308858593)"
Ворошиловский район г. Донецка,"ул. Университетская, 32","(46.938952690801656, 37.50188707305622)"
Ворошиловский район г. Донецка,"ул. Щорса, 2","(49.65781794200586, 39.253316355624705)"
Ворошиловский район г. Донецка,"пр-т Гринкевича, 7","(48.61741897222295, 38.57442405712717)"
Ворошиловский район г. Донецка,"пр-т Театральный, 13В","(48.01452681631441, 38.388454427711615)"
Ворошиловский район г. Донецка,"ул. Университетская, 26","(46.5950656148457, 38.113609734016386)"
Ворошиловский район г. Донецка,"ул. Университетская, 26","(47.999397058675044, 36.96451381635872)"
Ворошиловский район г. Донецка,"ул. Первомайская, 33","(46.33276837460846, 37.45514163764729)"
Ворошиловский район г. Донецка,"пр-т Мира, 11А","(46.86550844582631, 37.474987713740305)"
Ворошиловский район г. Донецка,"ул. Горького, 150","(49.222542959035046, 36.17709388107381)"
Ворошиловский район г. Донецка,"ул. Челюскинцев, 192","(48.321627236561966, 39.14737807953423)"
Ворошиловский район г. Донецка,"ул. Челюскинцев, 188а, магазин ""Ням - ням""","(49.595732186830844, 38.82846526565395)"
Ворошиловский район г. Донецка,"ул.Челюскинцев, 184 Д","(47.76907185104646, 37.04356279589269)"
Ворошиловский район г. Донецка,"ул. 50-летия СССР, 157","(48.121356525878134, 39.09478390955289)"
Ворошиловский район г. Донецка,"ул. 50-летия СССР, 155 б","(48.839596312824106, 36.77163406492371)"
Ворошиловский район г. Донецка,"бр. Школьный, 6а","(46.929189250280814, 39.465440420733806)"
Ворошиловский район г. Донецка,"ул. 50-летия СССР, 157","(49.561296771654696, 38.30371605152239)"
Ворошиловский район г. Донецка,ул. 60-летия СССР пересечение с ул. Сомова,"(46.33722678807332, 38.05040441680275)"
Ворошиловский район г. Донецка,пересечение ул. Челюскинцев и пр. Театральный,"(48.45321656101706, 37.89557330281686)"
Ворошиловский район г. Донецка,"ул. Челюскинцев, 148","(47.500271189371595, 39.16792040159711)"
Ворошиловский район г. Донецка,"пр-т Ильича, 45","(48.702864474897076, 36.434295397527755)"
Ворошиловский район г. Донецка,"ул. Челюскинцев, 71","(48.123495268904726, 39.40674251834508)"
Ворошиловский район г. Донецка,"ул. Челюскинцев, 151","(48.58215204982802, 39.268984183630295)"
Ворошиловский район г. Донецка,"ул. Челюскинцев, 123","(49.348882937557775, 38.67983845171295)"
Ворошиловский район г. Донецка,"ул. Челюскинцев, 123","(46.39424516435039, 37.75723331447664)"
Ворошиловский район г. Донецка,"пр-т 25-летия РККА, 3А","(46.677948905456404, 37.90220572383981)"
Ворошиловский район г. Донецка,пересечение пр-т Лагутенко и ул. Первомайской,"(46.74421453525359, 39.553284627519616)"
Ворошиловский район г. Донецка,пр-т 25-летия РККА (юго-западнее д. 12),"(46.563700130713585, 38.598228594490074)"
Ворошиловский район г. Донецка,пр-т 25-летия РККА (юго-западнее д. 12),"(48.60613503795833, 36.09850492146234)"
Ворошиловский район г. Донецка,пр-т 25-летия РККА (юго-западнее д. 12),"(46.62794345603058, 38.20444864925926)"
Ворошиловский район г. Донецка,пр-т 25-летия РККА (юго-западнее д. 12),"(48.72660071061039, 36.61373014249747)"
Ворошиловский район г. Донецка,"пр-т Комсомольский, 7","(47.50943479285215, 37.38214285165331)"
Ворошиловский район г. Донецка,"ул. Розы Люксембург, 10А","(47.58909144501502, 39.55575408565496)"
Ворошиловский район г. Донецка,"ул. Челюскинцев, 109","(46.763021308221184, 39.59011840305108)"
Ворошиловский район г. Донецка,"бул. Шевченко, 15В","(46.79572732986562, 38.12590849938622)"
Ворошиловский район г. Донецка,"бул. Шевченко, 15В","(46.973167966546406, 39.448615710882216)"
Ворошиловский район г. Донецка,"бул. Шевченко, 15В","(48.14096058314998, 38.71902194404187)"
Ворошиловский район г. Донецка,"ул. Горького, 150","(47.25840434794449, 37.98843902060466)"
Ворошиловский район г. Донецка,"бул. Шевченко, 6Б","(47.65631622670924, 36.73610332649941)"
Ворошиловский район г. Донецка,"бул. Шевченко, 6Б","(46.44791942056924, 38.10005721076513)"
Ворошиловский район г. Донецка,"бул. Шевченко, 6Б","(49.09384622713341, 37.78248308572871)"
Ворошиловский район г. Донецка,"бул. Шевченко, 6Б","(46.71732864061732, 37.48664360609668)"
Ворошиловский район г. Донецка,"бул. Шевченко, 6Б","(48.69870730327708, 38.12359289737329)"
Ворошиловский район г. Донецка,"бул. Шевченко, 6Б","(49.52333004866012, 38.435549136101315)"
Ворошиловский район г. Донецка,"бул. Шевченко, 6Б","(49.69920152066025, 36.73953226395901)"
Ворошиловский район г. Донецка,"бул. Шевченко, 6Б","(46.554037058044024, 38.34093897589057)"
Ворошиловский район г. Донецка,"бул. Шевченко, 6Б","(48.90290366752939, 36.18571402700912)"
Ворошиловский район г. Донецка,"бул. Шевченко, 6Б","(49.637963333796066, 39.4972558793868)"
Ворошиловский район г. Донецка,"бул. Шевченко, 6Б","(49.27719506059552, 37.115397352246355)"
Ворошиловский район г. Донецка,"бул. Шевченко, 6Б","(47.99651354405296, 39.105654089089555)"
Ворошиловский район г. Донецка,"бул. Шевченко, 6Б","(48.561786972730985, 37.867103718716145)"
Ворошиловский район г. Донецка,"бул. Шевченко, 6Б","(48.48971020397642, 38.92069307910723)"
Ворошиловский район г. Донецка,"бул. Шевченко, 6Б","(46.728605929134034, 38.9935923296202)"
Ворошиловский район г. Донецка,"бул. Шевченко, 6Б","(47.12651714175997, 38.43894461018783)"
Ворошиловский район г. Донецка,"бул. Шевченко, 6Б","(46.37011138261399, 36.59000948327463)"
Ворошиловский район г. Донецка,"бул. Шевченко, 6Б","(49.5352618626125, 38.47018184762658)"
Ворошиловский район г. Донецка,"бул. Шевченко, 6Б","(47.707306786050324, 36.68940015562684)"
Ворошиловский район г. Донецка,"бул. Шевченко, 6Б","(48.65911762359528, 39.27888512382755)"
Ворошиловский район г. Донецка,"бул. Шевченко, 6Б","(47.3997739178377, 36.58270809070701)"
Ворошиловский район г. Донецка,"бул. Шевченко, 6Б","(48.79599703989181, 36.199441798316414)"
Ворошиловский район г. Донецка,"бул. Шевченко, 6Б","(48.22746781085987, 38.8880394786877)"
Ворошиловский район г. Донецка,"бул. Шевченко, 6Б","(46.966451097467946, 37.74545304986409)"
Ворошиловский район г. Донецка,"бул. Шевченко, 6Б","(47.56980569607089, 36.92451300240671)"
Ворошиловский район г. Донецка,"бул. Шевченко, 6Б","(47.090435226643244, 36.373836674388684)"
Ворошиловский район г. Донецка,ул. Первомайская,"(48.47621637489614, 38.61787575341082)"
Ворошиловский район г. Донецка,"ул. Артема, 80Б","(47.93757743850591, 38.771537560638684)"
Ворошиловский район г. Донецка,"ул. Артема, 80Б","(46.94347507729349, 36.54646845294163)"
Ворошиловский район г. Донецка,"ул. Челюскинцев, 125","(47.60606364811528, 37.61560848849214)"
Ворошиловский район г. Донецка,"пр-т Гринкевича, 2","(47.58285900521232, 37.2853307548103)"
Ворошиловский район г. Донецка,"пр-т Гурова, 2А ","(47.97110180177841, 38.4643909661176)"
Ворошиловский район г. Донецка,"пр-т Театральный, 13В","(49.569374820404036, 37.43482102141135)"
Ворошиловский район г. Донецка,"ул. Щорса, 9","(47.011189807259676, 38.52429802919418)"
Ворошиловский район г. Донецка,"пр-т Театральный, 13В","(46.30604702157436, 36.80141955971624)"
Ворошиловский район г. Донецка,"бул. Школьный, 12","(49.79408535742753, 37.51546155592051)"
Ворошиловский район г. Донецка,"бул. Школьный, 20А","(47.23096442551854, 37.609345016885946)"
Ворошиловский район г. Донецка,"ул. 50-летия СССР, 153","(47.46955459811738, 39.524567075522384)"
Ворошиловский район г. Донецка,"ул. Первомайская, 23/25","(46.57956332687395, 36.997702919542654)"
Ворошиловский район г. Донецка,пересечение ул. Генерала Антонова и бул. Школьный,"(48.447811546466234, 37.36807641398568)"
Ворошиловский район г. Донецка,"пр-т Гурова, 11
ул. Кобозева, 46","(47.55247629387877, 36.22900589419124)"
Ворошиловский район г. Донецка,"ул. Первомайская, 29","(48.323187288403936, 39.2129714363729)"
Ворошиловский район г. Донецка,"пр-т Павших Коммунаров, 2Б","(49.29005578817537, 38.7460371252824)"
Ворошиловский район г. Донецка,"бул. Пушкина, 27","(48.328617218493655, 38.886334832296946)"
Ворошиловский район г. Донецка,"ул. Университетская, 23","(47.430894885961116, 39.07478466672005)"
Ворошиловский район г. Донецка,"ул. Первомайская, 51","(46.865371238034854, 38.98410340116339)"
Ворошиловский район г. Донецка,"бул. Шевченко, 6Б","(46.93022294747813, 39.407365300598286)"
Ворошиловский район г. Донецка,"бул. Шевченко, 6Б","(49.313067586679544, 36.46856876822443)"
Ворошиловский район г. Донецка,ул. Генерала Антонова,"(48.07427309860532, 38.980855559534646)"
Ворошиловский район г. Донецка,"бр. Школьный, 12а","(47.35741191480216, 38.95443240392433)"
Ворошиловский район г. Донецка,пр. Мира 11а,"(49.61023364444989, 37.93569196761393)"
Калининский район г.Донецк,ул. Демократическая 1,"(49.2411191524763, 37.750014941432525)"
Калининский район г.Донецк,ул. 50й гвардейской дивизии восточнее дома 22,"(48.12990673647756, 39.47895852939071)"
Калининский район г.Донецк,ул. Лабутенко 7,"(48.8239468317159, 39.009627305672744)"
Калининский район г.Донецк,пр. Мира 43,"(49.192388287531365, 39.063909799339534)"
Калининский район г.Донецк,бул. Шахтостроителей пересечение с ул. Краснофлотской,"(48.20054721429739, 36.3383487739264)"
Калининский район г.Донецк,бул. Шахтостроителей 51 б,"(48.31553750106437, 36.53473135420994)"
Калининский район г.Донецк,ул. Ходаковского 5,"(46.540853353409936, 38.128799287004796)"
Калининский район г.Донецк,"ул, Кадиевская 8","(48.624025871008854, 37.68420135738946)"
Калининский район г.Донецк,"пр. Красногвардейский на остановке ""Покровский рынок""","(47.624033681658524, 39.26394311249566)"
Калининский район г.Донецк,Пр. П. Коммуаров 63,"(49.28273143634715, 39.320950511050036)"
Калининский район г.Донецк,пр. Ильича 109,"(48.96258570755595, 37.60933490996674)"
Калининский район г.Донецк,пр. Ильича 81 в,"(47.08676415180191, 36.112656444863596)"
Калининский район г.Донецк,б. Шевченко 65,"(48.61567285888983, 39.19264463281023)"
Калининский район г.Донецк,ул. Черниговская 12,"(49.375596668949925, 37.67485000310257)"
Калининский район г.Донецк,бул. Шахтостроителей пересечение с ул. Краснофлотской,"(48.849898518374154, 39.07899021980222)"
Калининский район г.Донецк,ул. Ходаковского 3а,"(47.5716693204128, 38.630982026449004)"
Калининский район г.Донецк,"пр. Ильича, 105","(46.84390887811606, 37.82796500427958)"
Калининский район г.Донецк,"бр. Шевченко , 30А","(47.481939864549936, 37.04137579830021)"
Калининский район г.Донецк,"ул. Артема, 122","(48.47660174345412, 38.36518273861246)"
Калининский район г.Донецк,"ул. Университетская, 59","(48.02664709257811, 37.49142350030417)"
Калининский район г.Донецк,Кадиевская южнее д.8,"(48.53171484170028, 37.58301952833489)"
Калининский район г.Донецк,"пр. Ильича, 96 ,ул 230-й Стрелковой Дивизии, 43","(46.7845665398076, 38.48807743479191)"
Калининский район г.Донецк,Павших Комунаров и пересечение Мушкетова,"(46.41601990100573, 36.58101434938394)"
Калининский район г.Донецк,б.Шевченко 97,"(48.01686745748383, 36.696398113811085)"
Калининский район г.Донецк,Павших Коммунаров 96,"(47.29191927142151, 39.21226684002437)"
Калининский район г.Донецк,"Шахтостроителей, 11б","(46.58427421280056, 38.31582897146442)"
Калининский район г.Донецк,Черновицкая 80,"(48.53595474428897, 36.20124369556823)"
Калининский район г.Донецк,Дзержинского 41,"(48.13203246468917, 37.55605085493624)"
Калининский район г.Донецк,"б.Шевченко 93, пр. Ильича","(48.689704171496246, 39.16169425564701)"
Калининский район г.Донецк,Цусимская 35,"(47.03081822555626, 38.19406319433676)"
Калининский район г.Донецк,Владычанского 35,"(48.24290355399563, 38.28017840757304)"
Калининский район г.Донецк,Ходаковского 3а,"(48.30369621156196, 38.9560944252036)"
Калининский район г.Донецк,Краснофлотская д90,"(46.34489816554197, 37.56115428590898)"
Калининский район г.Донецк,Ильича115,"(49.12335820750434, 36.94237622163925)"
Калининский район г.Донецк,Мира 40,"(46.22045209306189, 36.251069541336086)"
Калининский район г.Донецк,Ильича 91,"(47.771287308041764, 39.21201691411902)"
Калининский район г.Донецк,Ильича 91,"(47.9673215386112, 39.24545849871295)"
Калининский район г.Донецк,Ильича 92,"(49.14398234476523, 36.63191052297913)"
Калининский район г.Донецк,Дзержинского 30,"(47.76503599588754, 37.55229531295613)"
Калининский район г.Донецк,Ильича 91,"(49.56403730497455, 38.831020073423495)"
Калининский район г.Донецк,Ильича 91,"(46.62762588931422, 37.743749890454914)"
Калининский район г.Донецк,Ильича 91,"(48.26183691576891, 38.870111487498974)"
Калининский район г.Донецк,Ильича 91,"(49.64821565506776, 36.59482655770257)"
Калининский район г.Донецк,Ильича 91,"(49.30385332748938, 38.14117907471881)"
Калининский район г.Донецк,Ильича 91,"(48.94737340048032, 38.90347058052914)"
Калининский район г.Донецк,"б.Шевченко 72 Разенкова 2ж, Пав. Коммунаров 96","(49.78170589787605, 37.75492681465554)"
Калининский район г.Донецк,Складская 1 (77) ,"(47.100773159343625, 36.89236266531239)"
Калининский район г.Донецк,Складская 1 (51),"(48.04336383817747, 38.12159970478986)"
Калининский район г.Донецк,"Складская 1 №1,8","(47.14585470268229, 39.45007327210436)"
Калининский район г.Донецк,Складская 1 №61,"(48.168132532761696, 36.732653005259195)"
Калининский район г.Донецк,Складская 1 №22,"(48.56372128001638, 37.45373313646252)"
Калининский район г.Донецк,Гутченко 29 ,"(47.59592905701244, 38.72301533739891)"
Калининский район г.Донецк,Гутченко 29 ,"(47.87810954105558, 38.93165725910401)"
Калининский район г.Донецк,Гутченко 29 ,"(47.060618385494394, 36.30153715676507)"
Калининский район г.Донецк,Складская 1 №98,"(47.21719754140507, 39.33433676674322)"
Калининский район г.Донецк,Складская 1 №93,"(48.60474212797391, 38.29978977688443)"
Калининский район г.Донецк,Складская 1 №24,"(48.97026615996571, 36.90532594051609)"
Калининский район г.Донецк,Складская 1 №90,"(49.534101505805246, 38.82733808102533)"
Калининский район г.Донецк,Складская 1 №34,"(46.93311429998838, 38.83107717197383)"
Калининский район г.Донецк,Складская 1 №25,"(49.31229301421133, 39.51213397521237)"
Калининский район г.Донецк,Складская 1 №21,"(48.28926307905535, 37.53878739371278)"
Калининский район г.Донецк,Складская 1 №35,"(47.33925117324128, 36.145907679896474)"
Калининский район г.Донецк,Складская 1 №68,"(46.21476829490684, 37.194385790960204)"
Калининский район г.Донецк,Складская 1 №63,"(48.017775064128834, 36.24055496861379)"
Калининский район г.Донецк,Складская 1 №48,"(49.69549007716025, 36.251144148932006)"
Калининский район г.Донецк,Складская 1 №40,"(48.64379028538889, 38.01325091230555)"
Калининский район г.Донецк,Складская 1 №74,"(47.42554136097439, 37.03388988692694)"
Калининский район г.Донецк,Складская 1 №76,"(48.99699304931346, 38.20383390599621)"
Калининский район г.Донецк,Гутченко 29 ,"(48.06968511780145, 36.43314500103038)"
Калининский район г.Донецк,Гутченко 29 ,"(46.55356426306137, 37.95768252142282)"
Калининский район г.Донецк,Гутченко 29 ,"(49.07496579110683, 37.76449128185224)"
Калининский район г.Донецк,Гутченко 29 ,"(47.87928412514967, 38.158420978298366)"
Калининский район г.Донецк,"Гутченко 29 (9-10), 66а","(48.68633423546035, 36.177646800003664)"
Калининский район г.Донецк,Гутченко 29 №38,"(49.54138967072457, 36.15147943017885)"
Калининский район г.Донецк,Гутченко 29 №50,"(47.69220587850415, 36.781899477889986)"
Калининский район г.Донецк,Гутченко 29 ,"(48.94619917914073, 39.138577894694194)"
Калининский район г.Донецк,Гутченко 29 ,"(46.278771877727806, 37.56475442269473)"
Калининский район г.Донецк,Гутченко 29 ,"(48.55799201088014, 36.05061062356447)"
Калининский район г.Донецк,Гутченко 29 ,"(47.15591528596584, 37.86513403774807)"
Калининский район г.Донецк,Гутченко 29 ,"(48.059090168778326, 39.34247780014773)"
Калининский район г.Донецк,Гутченко 29 №4,"(46.634842466748, 38.32653085694211)"
Калининский район г.Донецк,Гутченко 29 ,"(46.579277700507554, 37.91308977750895)"
Калининский район г.Донецк,Гутченко 29 ,"(48.8703059791879, 39.04942148928476)"
Калининский район г.Донецк,"Гутченко 29, №11, №12","(47.230370720464336, 38.08933759027904)"
Калининский район г.Донецк,Гутченко 29 ,"(47.24583066001926, 36.56780894238042)"
Калининский район г.Донецк,Гутченко 29 ,"(48.22799018361711, 39.12767549484382)"
Калининский район г.Донецк,"Гутченко 29, 67в","(49.739060969440445, 37.235450114002255)"
Калининский район г.Донецк,Гутченко 29 ,"(46.6455282258339, 38.39314118954982)"
Калининский район г.Донецк,"Герцена 38, Ильича 89А, Горького 150, Харитонова 12, Шевченко 111, Шевченко 74 (2точки), М.Ульяновой 53, Краснофлотская 98, Шевченко 87, Ильича 32, пересечение РКК 25лет 7, Разенкова 2, 50лет Гвард. Дивизии, Черниговская 4, Мира 37.","(48.81252926376014, 37.180365666770136)"
Калининский район г.Донецк,Гутченко 29 ,"(48.71329857434499, 36.88511773104522)"
Калининский район г.Донецк,"ул.Павших коммунаров, 105/1,","(46.46595204517737, 38.55794099232458)"
Калининский район г.Донецк,"ул Енисейская, г","(47.40337645938101, 37.396623945574824)"
Калининский район г.Донецк,"пр. Ильича,66,","(49.74119253569163, 39.534090936086855)"
Калининский район г.Донецк,"пр. Ильича, 68","(46.832063772108306, 38.319580487819316)"
Калининский район г.Донецк,ул. Ходаковского,"(47.14056394802069, 38.58818345358251)"
"г.Донецк, Киевский район","ул. Артема, 152","(49.0635555668136, 39.11500229801142)"
"г.Донецк, Киевский район","ул. Университетская, около 118","(49.533757898447845, 36.20186846848142)"
"г.Донецк, Киевский район","ул. Миронова, 15а","(46.58632230023083, 38.383962257247504)"
"г.Донецк, Киевский район","ул. Артема, 183а","(48.04122655753853, 38.83647699230983)"
"г.Донецк, Киевский район","ул. Артема, 179б","(47.56326019639664, 36.86462145052869)"
"г.Донецк, Киевский район","ул. Куйбышева, 256в","(49.71577604147204, 36.373139788556884)"
"г.Донецк, Киевский район","ул. Батищева, 5б","(47.17816245850516, 38.52824077504898)"
"г.Донецк, Киевский район","пр. Панфилова, 11","(46.542118424562844, 37.991340638359745)"
"г.Донецк, Киевский район","пр. Партизанский, около 46","(46.5017454461208, 36.64248945669914)"
"г.Донецк, Киевский район","ул. Куйбышева, 194в","(49.10357899994542, 39.30197184967908)"
"г.Донецк, Киевский район","ул. Артема, 200","(49.28558803853721, 36.218865888827736)"
"г.Донецк, Киевский район","ул. Щорса, 92","(47.28658488119395, 39.111384499368036)"
"г.Донецк, Киевский район","пр. Киевский, 20а","(47.87184928857266, 37.84693149025882)"
"г.Донецк, Киевский район",ул. Шуйская (пер. с ул. Петровского),"(48.40510487389522, 37.47067808411105)"
"г.Донецк, Киевский район","ул. Куйбышева, 31г","(49.505351935083404, 38.829190478658134)"
"г.Донецк, Киевский район","пер. Росини, 3","(49.33124861715556, 39.375656922688194)"
"г.Донецк, Киевский район","ул. Артема, 154","(46.418506114024915, 39.395036295721894)"
"г.Донецк, Киевский район","пр. Киевский, 55а","(47.09922119961748, 37.34410638315664)"
"г.Донецк, Киевский район","пер. Музыкальный, 4","(48.81554582957331, 38.90112699269779)"
"г.Донецк, Киевский район","ул. Куйбышева, 256б","(49.650043780696436, 36.576439785134816)"
"г.Донецк, Киевский район","ул. Куйбышева, 246а","(47.958064305342525, 38.413047333957124)"
"г.Донецк, Киевский район","ул. Куйбышева, 246а","(46.60552543991603, 39.37998518057283)"
"г.Донецк, Киевский район","ул. Куйбышева, 246а","(49.47611983402051, 36.22554763347897)"
"г.Донецк, Киевский район","ул. Куйбышева, 244д","(47.23858464746807, 38.45114980307305)"
"г.Донецк, Киевский район","пр. Киевский, 55а ","(46.71165594439919, 38.82767861542628)"
"г.Донецк, Киевский район","пл. Привокзальная, восточная сторона","(47.06411736964191, 39.27677238112001)"
"г.Донецк, Киевский район","ул. Куйбышева, 246а","(46.917031363491, 37.03301092572757)"
"г.Донецк, Киевский район","ул. Куйбышева, 260ж","(48.85709000154133, 36.33028316128231)"
"г.Донецк, Киевский район",ул. Артема,"(47.10658635104454, 36.19074488663298)"
"г.Донецк, Киевский район","ул. Университетская, около дома №94","(47.507305120055065, 37.76542221885025)"
"г.Донецк, Киевский район","пр. Освобождения Донбасса,11","(49.537169010887204, 36.53654918112064)"
"г.Донецк, Киевский район","ул. Университетская, 118","(48.007189358616465, 36.16299846779144)"
"г.Донецк, Киевский район","ул. Куйбышева, 246а","(46.233460996839206, 39.42539000241022)"
"г.Донецк, Киевский район","ул. Северская,23","(48.02741163471594, 37.77270111186958)"
"г.Донецк, Киевский район","ул. Дворжака,6","(48.29670900603206, 37.570099278465115)"
"г.Донецк, Киевский район","ул. Ткаченко, 142а
ул. Терешковой, 13а
ул. Куйбышева, 55а ","(46.22231772130517, 37.835042207174126)"
"г.Донецк, Киевский район","ул. Коссиора, 5а","(49.426083005770764, 39.31529418096455)"
"г.Донецк, Киевский район","ул. Коссиора, пересечение с ул. Коцюбинского","(47.85288440836343, 36.79320475017473)"
"г.Донецк, Киевский район","ул. Челюскинцев, около дома №275","(47.14146362493769, 36.14044653183556)"
"г.Донецк, Киевский район","пл. Привокзальная, восточная сторона, пав. 8-9, 10","(47.033607468106496, 37.573335811938165)"
"г.Донецк, Киевский район","ул. Артема, 151","(49.7280123675106, 39.023965712392936)"
"г.Донецк, Киевский район","пр. Партизанский, 28а","(47.634230619107036, 38.24693245685724)"
"г.Донецк, Киевский район","пр. Партизанский, около 46","(48.077616733510624, 36.07743854896375)"
"г.Донецк, Киевский район","ул. Университетская, 80","(48.00958513930205, 38.44367380802743)"
"г.Донецк, Киевский район","ул. Аристова, 23","(46.806714441344305, 37.410817368559805)"
"г.Донецк, Киевский район","ул. Лескова, около 27","(46.86189939108107, 36.54950326685203)"
"г.Донецк, Киевский район",,"(46.423618282249244, 39.27607381923274)"
"г.Донецк, Киевский район","пр. Киевский, 23","(47.36321868816125, 38.84997717402177)"
